Actual_Days_for_Shipping,Predicted_Days_for_Shipping,Prediction_Error
5.0,4.0073,0.9927000000000001
2.0,3.815,-1.815
5.0,4.0067,0.9932999999999996
4.0,3.9722,0.027800000000000047
4.0,3.8708,0.12919999999999998
5.0,4.0422,0.9577999999999998
4.0,4.0165,-0.016499999999999737
2.0,2.0,0.0
2.0,2.0,0.0
4.0,3.9989,0.001100000000000101
3.0,3.9518,-0.9518
6.0,4.3755,1.6245000000000003
6.0,3.992,2.008
6.0,4.2298,1.7702
4.0,3.9913,0.008700000000000152
4.0,4.0612,-0.061200000000000365
4.0,3.9195,0.0804999999999998
5.0,4.1753,0.8247
5.0,4.0739,0.9260999999999999
4.0,3.9936,0.006400000000000183
3.0,4.0059,-1.0058999999999996
2.0,2.0,0.0
5.0,3.9911,1.0089000000000001
6.0,4.0279,1.9721000000000002
2.0,3.9884,-1.9884
2.0,3.5392,-1.5392000000000001
3.0,3.9205,-0.9205000000000001
5.0,4.0969,0.9031000000000002
2.0,2.0,0.0
6.0,4.0798,1.9202000000000004
1.0,0.9926,0.007399999999999962
3.0,4.398,-1.3979999999999997
4.0,3.9808,0.019200000000000106
4.0,3.969,0.03100000000000014
3.0,3.9432,-0.9432
6.0,3.9891,2.0109
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.9841,-1.9841000000000002
3.0,3.8497,-0.8496999999999999
4.0,3.992,0.008000000000000007
0.0,0.0,0.0
6.0,4.831,1.1689999999999996
2.0,3.982,-1.9820000000000002
2.0,2.0,0.0
6.0,4.5324,1.4676
1.0,0.9926,0.007399999999999962
2.0,2.0,0.0
6.0,3.881,2.119
5.0,4.2328,0.7671999999999999
4.0,4.0174,-0.017400000000000304
2.0,2.0,0.0
3.0,3.8349,-0.8349000000000002
4.0,3.9361,0.06389999999999985
6.0,3.8474,2.1526
1.0,0.9916,0.008399999999999963
4.0,4.1123,-0.11230000000000029
5.0,4.0241,0.9759000000000002
2.0,3.959,-1.959
2.0,2.0,0.0
4.0,4.0918,-0.0918000000000001
6.0,4.0464,1.9535999999999998
6.0,4.8851,1.1148999999999996
5.0,4.0481,0.9519000000000002
3.0,3.9671,-0.9670999999999998
0.0,0.0,0.0
4.0,3.9779,0.02210000000000001
2.0,2.0,0.0
5.0,4.0045,0.9954999999999998
2.0,2.0,0.0
6.0,3.8896,2.1104
0.0,0.0,0.0
6.0,4.7515,1.2485
3.0,3.5704,-0.5703999999999998
5.0,3.9629,1.0371000000000001
3.0,3.9159,-0.9159000000000002
2.0,3.621,-1.621
2.0,2.0,0.0
3.0,3.9261,-0.9260999999999999
3.0,3.9955,-0.9954999999999998
2.0,3.9761,-1.9761000000000002
4.0,3.6167,0.3833000000000002
2.0,4.0004,-2.0004
2.0,3.9382,-1.9382000000000001
2.0,3.9429,-1.9428999999999998
4.0,4.1668,-0.16680000000000028
2.0,2.0,0.0
4.0,3.9407,0.05929999999999991
4.0,3.5739,0.4260999999999999
5.0,4.0202,0.9798
4.0,3.9822,0.017799999999999816
3.0,3.9426,-0.9426000000000001
5.0,4.0428,0.9572000000000003
6.0,4.6749,1.3251
5.0,4.0256,0.9744000000000002
2.0,3.989,-1.9889999999999999
3.0,3.8845,-0.8845000000000001
4.0,3.9978,0.002200000000000202
1.0,0.9926,0.007399999999999962
4.0,4.0308,-0.03080000000000016
2.0,2.0,0.0
5.0,4.5543,0.44570000000000043
2.0,3.9595,-1.9594999999999998
2.0,3.924,-1.924
2.0,2.0,0.0
5.0,3.8932,1.1067999999999998
6.0,4.5531,1.4469000000000003
3.0,3.6313,-0.6313
6.0,4.0267,1.9733
0.0,0.0847,-0.0847
4.0,4.1284,-0.12840000000000007
4.0,3.769,0.23099999999999987
2.0,2.0,0.0
2.0,3.5498,-1.5497999999999998
2.0,2.0,0.0
3.0,3.6499,-0.6499000000000001
3.0,3.8442,-0.8441999999999998
4.0,3.9591,0.04090000000000016
2.0,3.233,-1.233
5.0,4.0055,0.9945000000000004
2.0,2.0,0.0
4.0,4.3307,-0.3307000000000002
2.0,4.1138,-2.1138000000000003
3.0,3.9669,-0.9668999999999999
4.0,3.9869,0.013100000000000112
4.0,4.0816,-0.0815999999999999
1.0,0.9917,0.008299999999999974
4.0,3.8449,0.15510000000000002
2.0,3.9037,-1.9037000000000002
2.0,2.0,0.0
4.0,3.9032,0.0968
2.0,2.0,0.0
2.0,2.0,0.0
5.0,3.9015,1.0985
2.0,2.0,0.0
6.0,4.0413,1.9587000000000003
2.0,3.9302,-1.9302000000000001
2.0,2.0,0.0
6.0,4.0855,1.9145000000000003
2.0,3.9834,-1.9834
2.0,4.0127,-2.0126999999999997
4.0,3.9646,0.0354000000000001
2.0,2.0,0.0
1.0,0.9914,0.008600000000000052
4.0,4.0566,-0.05660000000000043
2.0,2.0,0.0
5.0,3.9756,1.0244
6.0,5.005,0.9950000000000001
3.0,4.0207,-1.0206999999999997
4.0,3.8446,0.1554000000000002
4.0,3.9605,0.03949999999999987
1.0,0.992,0.008000000000000007
6.0,4.3729,1.6271000000000004
3.0,3.6386,-0.6385999999999998
6.0,4.0308,1.9691999999999998
5.0,3.7897,1.2103000000000002
2.0,2.0,0.0
6.0,4.0152,1.9848
3.0,3.5033,-0.5032999999999999
3.0,4.0433,-1.0433000000000003
6.0,4.3005,1.6994999999999996
2.0,2.0,0.0
5.0,4.0564,0.9436
6.0,4.8985,1.1014999999999997
4.0,3.9958,0.0041999999999999815
6.0,4.0098,1.9901999999999997
2.0,2.0,0.0
4.0,3.9804,0.019600000000000062
2.0,2.0,0.0
3.0,3.9968,-0.9967999999999999
5.0,3.9745,1.0255
2.0,2.0,0.0
5.0,4.0407,0.9592999999999998
2.0,2.0,0.0
4.0,3.9877,0.0123000000000002
4.0,3.7138,0.2862
3.0,4.0353,-1.0353000000000003
3.0,4.0684,-1.0683999999999996
6.0,3.9824,2.0176
2.0,2.0,0.0
3.0,3.998,-0.9980000000000002
2.0,2.0,0.0
4.0,3.9642,0.035800000000000054
4.0,3.9847,0.01529999999999987
3.0,3.9867,-0.9866999999999999
4.0,3.7432,0.25680000000000014
3.0,3.9692,-0.9691999999999998
4.0,3.9846,0.01540000000000008
6.0,3.745,2.255
5.0,3.9829,1.0171000000000001
3.0,3.9871,-0.9870999999999999
0.0,0.0847,-0.0847
2.0,2.0,0.0
6.0,4.4847,1.5152999999999999
6.0,4.0662,1.9337999999999997
6.0,4.0467,1.9532999999999996
6.0,3.9707,2.0293
2.0,2.0,0.0
2.0,3.8814,-1.8814000000000002
6.0,4.5291,1.4709000000000003
3.0,3.9631,-0.9630999999999998
2.0,3.9132,-1.9131999999999998
1.0,0.9926,0.007399999999999962
2.0,2.0,0.0
6.0,4.1193,1.8807
5.0,3.9262,1.0737999999999999
1.0,0.9925,0.007499999999999951
4.0,3.9295,0.07050000000000001
4.0,4.0769,-0.07690000000000019
3.0,3.7583,-0.7583000000000002
4.0,3.9253,0.07469999999999999
5.0,4.2955,0.7045000000000003
2.0,3.9268,-1.9268
4.0,3.9972,0.0028000000000001357
6.0,4.2283,1.7717
5.0,3.9797,1.0203000000000002
3.0,4.0236,-1.0236
4.0,3.9617,0.0383
4.0,3.9561,0.04389999999999983
2.0,2.0,0.0
3.0,3.9272,-0.9272
6.0,5.064,0.9359999999999999
2.0,2.0,0.0
2.0,2.0,0.0
4.0,3.834,0.16599999999999993
2.0,2.0,0.0
5.0,3.9872,1.0128
0.0,0.0,0.0
5.0,4.3757,0.6242999999999999
2.0,2.0,0.0
3.0,3.9861,-0.9861
4.0,3.8476,0.1524000000000001
3.0,3.8719,-0.8719000000000001
4.0,4.1366,-0.1365999999999996
2.0,2.0,0.0
6.0,4.1747,1.8253000000000004
6.0,3.9469,2.0531
3.0,4.0319,-1.0319000000000003
0.0,0.0,0.0
5.0,4.4145,0.5854999999999997
3.0,3.9826,-0.9826000000000001
3.0,3.9157,-0.9157000000000002
6.0,4.0325,1.9675000000000002
5.0,3.9374,1.0626000000000002
2.0,2.0,0.0
6.0,4.1599,1.8400999999999996
3.0,3.6406,-0.6406000000000001
6.0,3.9998,2.0002
5.0,3.9755,1.0245000000000002
2.0,2.0,0.0
5.0,4.0034,0.9965999999999999
4.0,3.9565,0.04349999999999987
2.0,3.939,-1.939
2.0,3.993,-1.9929999999999999
3.0,4.0141,-1.0141
2.0,3.9458,-1.9458000000000002
2.0,3.7872,-1.7872
6.0,4.9894,1.0106000000000002
6.0,4.0662,1.9337999999999997
2.0,3.6008,-1.6008
3.0,4.0157,-1.0156999999999998
3.0,3.917,-0.9169999999999998
6.0,4.6121,1.3879000000000001
6.0,4.1301,1.8699000000000003
6.0,4.2419,1.7580999999999998
6.0,4.7968,1.2031999999999998
5.0,4.0163,0.9836999999999998
2.0,2.0,0.0
2.0,3.9272,-1.9272
2.0,2.0,0.0
2.0,3.2144,-1.2144
3.0,3.8347,-0.8347000000000002
2.0,3.9394,-1.9394
6.0,3.9625,2.0375
2.0,2.0,0.0
2.0,3.5181,-1.5181
6.0,4.0487,1.9512999999999998
2.0,2.0,0.0
5.0,4.2735,0.7264999999999997
5.0,3.9142,1.0857999999999999
3.0,3.9735,-0.9735
5.0,4.3033,0.6966999999999999
6.0,3.9722,2.0278
3.0,2.8509,0.1490999999999998
6.0,3.9863,2.0137
3.0,4.0052,-1.0052000000000003
3.0,3.9001,-0.9001000000000001
2.0,2.0,0.0
4.0,4.2094,-0.2093999999999996
5.0,4.4712,0.5288000000000004
2.0,2.0,0.0
2.0,2.0,0.0
3.0,3.8138,-0.8138000000000001
6.0,4.1181,1.8819
2.0,2.0,0.0
2.0,4.0087,-2.0087
5.0,3.8117,1.1883
0.0,0.0,0.0
5.0,4.0006,0.9993999999999996
4.0,3.9742,0.025799999999999823
6.0,4.414,1.5860000000000003
4.0,4.0113,-0.01130000000000031
2.0,4.006,-2.0060000000000002
2.0,2.0,0.0
4.0,3.8671,0.1328999999999998
2.0,2.0,0.0
2.0,3.9029,-1.9028999999999998
2.0,3.8877,-1.8877000000000002
3.0,3.7799,-0.7799
3.0,3.8884,-0.8883999999999999
2.0,3.8588,-1.8588
3.0,3.8788,-0.8788
5.0,4.0757,0.9242999999999997
5.0,4.4637,0.5362999999999998
2.0,3.8448,-1.8448000000000002
6.0,4.8077,1.1923000000000004
5.0,3.996,1.004
5.0,4.0078,0.9922000000000004
3.0,3.9508,-0.9508000000000001
5.0,3.8527,1.1473
6.0,3.9947,2.0053
5.0,3.9432,1.0568
3.0,3.9449,-0.9449000000000001
6.0,4.0941,1.9059
2.0,3.9434,-1.9434
4.0,3.9793,0.020700000000000163
5.0,4.1165,0.8834999999999997
3.0,3.9466,-0.9466000000000001
2.0,3.748,-1.7480000000000002
5.0,3.9698,1.0301999999999998
6.0,4.2047,1.7953000000000001
5.0,4.3407,0.6593
5.0,3.9647,1.0352999999999999
2.0,3.9697,-1.9697
2.0,3.9709,-1.9708999999999999
6.0,4.046,1.9539999999999997
2.0,2.0,0.0
5.0,3.9507,1.0493000000000001
6.0,4.4636,1.5364000000000004
6.0,4.0258,1.9741999999999997
3.0,4.0041,-1.0041000000000002
2.0,2.0,0.0
2.0,2.0,0.0
3.0,4.0034,-1.0034
5.0,4.1186,0.8814000000000002
5.0,4.0347,0.9653
3.0,3.9368,-0.9367999999999999
2.0,4.0024,-2.0023999999999997
2.0,2.0,0.0
2.0,2.0,0.0
3.0,4.023,-1.0229999999999997
6.0,4.0952,1.9047999999999998
5.0,4.0059,0.9941000000000004
5.0,4.0464,0.9535999999999998
4.0,3.8473,0.15269999999999984
2.0,3.8584,-1.8584
2.0,3.953,-1.9529999999999998
4.0,3.7651,0.2349000000000001
6.0,4.3889,1.6111000000000004
4.0,3.9931,0.006899999999999906
2.0,2.0,0.0
2.0,3.9246,-1.9245999999999999
4.0,4.168,-0.16800000000000015
3.0,4.4975,-1.4974999999999996
2.0,3.6252,-1.6252
5.0,3.9598,1.0402
2.0,3.8032,-1.8032
5.0,4.1538,0.8461999999999996
2.0,2.0,0.0
2.0,3.9703,-1.9703
2.0,3.9682,-1.9682
4.0,3.9164,0.08360000000000012
3.0,3.8285,-0.8285
2.0,3.8851,-1.8851
2.0,3.7082,-1.7082000000000002
2.0,3.5981,-1.5981
5.0,4.0575,0.9424999999999999
4.0,4.0185,-0.018500000000000405
2.0,3.962,-1.9620000000000002
6.0,4.0178,1.9821999999999997
6.0,4.0442,1.9558
3.0,4.0037,-1.0037000000000003
5.0,4.0018,0.9981999999999998
3.0,3.9616,-0.9615999999999998
5.0,4.092,0.9080000000000004
3.0,3.9762,-0.9762
3.0,3.8615,-0.8614999999999999
2.0,2.0,0.0
4.0,4.0133,-0.01330000000000009
6.0,3.9888,2.0112
2.0,3.9485,-1.9485000000000001
2.0,3.9378,-1.9378000000000002
5.0,3.9027,1.0973000000000002
2.0,3.8914,-1.8914
5.0,4.2887,0.7112999999999996
2.0,4.0178,-2.0178000000000003
5.0,3.974,1.0259999999999998
2.0,3.2453,-1.2452999999999999
3.0,3.952,-0.952
6.0,3.9756,2.0244
6.0,4.0169,1.9831000000000003
2.0,2.9744,-0.9744000000000002
5.0,4.0298,0.9702000000000002
4.0,3.6836,0.3163999999999998
4.0,4.0452,-0.04520000000000035
4.0,3.9315,0.06849999999999978
4.0,4.0988,-0.09879999999999978
5.0,3.885,1.1150000000000002
6.0,3.9869,2.0131
4.0,4.0008,-0.0007999999999999119
3.0,4.0999,-1.0998999999999999
5.0,4.0302,0.9698000000000002
2.0,4.0297,-2.0297
6.0,4.7372,1.2628000000000004
6.0,4.0775,1.9225000000000003
3.0,3.7681,-0.7681
4.0,3.91,0.08999999999999986
2.0,2.0,0.0
3.0,3.9715,-0.9714999999999998
3.0,4.0127,-1.0126999999999997
4.0,3.9513,0.04870000000000019
2.0,3.941,-1.9409999999999998
5.0,3.7441,1.2559
1.0,0.993,0.007000000000000006
3.0,3.9825,-0.9824999999999999
3.0,4.0062,-1.0061999999999998
5.0,4.1221,0.8779000000000003
5.0,4.0306,0.9694000000000003
2.0,3.9399,-1.9399000000000002
6.0,4.9546,1.0453999999999999
2.0,2.0,0.0
2.0,4.0437,-2.0437000000000003
6.0,3.9835,2.0165
2.0,3.9052,-1.9051999999999998
5.0,4.0555,0.9444999999999997
3.0,3.9586,-0.9586000000000001
5.0,3.7594,1.2406000000000001
4.0,3.9831,0.016900000000000137
6.0,4.0212,1.9787999999999997
0.0,0.0,0.0
6.0,4.0066,1.9934000000000003
2.0,3.6447,-1.6446999999999998
3.0,3.9075,-0.9075000000000002
4.0,4.0363,-0.03629999999999978
4.0,3.9899,0.010099999999999998
6.0,3.9927,2.0073
2.0,3.9149,-1.9148999999999998
5.0,3.7708,1.2292
4.0,3.9456,0.05439999999999978
2.0,2.0,0.0
6.0,3.9831,2.0169
1.0,0.992,0.008000000000000007
5.0,4.1173,0.8826999999999998
5.0,4.0947,0.9053000000000004
6.0,4.0552,1.9447999999999999
2.0,3.8948,-1.8948
2.0,2.0,0.0
4.0,3.9806,0.019400000000000084
5.0,4.0107,0.9893000000000001
6.0,4.0068,1.9931999999999999
3.0,3.8974,-0.8974000000000002
5.0,4.0441,0.9558999999999997
2.0,2.0,0.0
6.0,4.442,1.5579999999999998
4.0,3.9825,0.01750000000000007
2.0,2.0,0.0
2.0,3.9376,-1.9376000000000002
1.0,0.9926,0.007399999999999962
3.0,4.0224,-1.0224000000000002
5.0,3.979,1.021
5.0,3.9607,1.0393
6.0,4.1132,1.8868
5.0,4.1192,0.8807999999999998
4.0,3.9983,0.0017000000000000348
4.0,4.0728,-0.07279999999999998
2.0,3.9477,-1.9477000000000002
2.0,2.0,0.0
5.0,4.4265,0.5735000000000001
3.0,3.9722,-0.9722
4.0,3.9818,0.018200000000000216
3.0,3.9599,-0.9599000000000002
4.0,4.0909,-0.09090000000000042
2.0,3.8732,-1.8732000000000002
4.0,4.2911,-0.29110000000000014
6.0,3.9509,2.0491
2.0,3.9621,-1.9621
6.0,4.4798,1.5202
6.0,3.9865,2.0135
6.0,4.0581,1.9419000000000004
2.0,3.936,-1.936
5.0,4.045,0.9550000000000001
2.0,3.958,-1.9580000000000002
4.0,3.9735,0.026499999999999968
4.0,3.9583,0.04170000000000007
3.0,3.3333,-0.33329999999999993
2.0,2.0,0.0
4.0,4.166,-0.16600000000000037
2.0,3.9844,-1.9844
1.0,0.9926,0.007399999999999962
5.0,3.859,1.141
6.0,4.0988,1.9012000000000002
3.0,3.6941,-0.6941000000000002
2.0,3.9382,-1.9382000000000001
1.0,0.9929,0.007099999999999995
3.0,3.8577,-0.8576999999999999
6.0,4.914,1.0860000000000003
4.0,4.0472,-0.04720000000000013
2.0,2.0,0.0
2.0,3.6079,-1.6078999999999999
3.0,3.7415,-0.7414999999999998
4.0,3.9878,0.012199999999999989
4.0,4.0765,-0.07650000000000023
3.0,3.8851,-0.8851
6.0,4.8251,1.1749
2.0,3.9411,-1.9411
4.0,4.4976,-0.49760000000000026
2.0,3.9739,-1.9739
6.0,3.7783,2.2217
2.0,3.9505,-1.9505
6.0,4.0552,1.9447999999999999
4.0,3.9422,0.05779999999999985
6.0,4.0705,1.9295
4.0,4.0557,-0.05569999999999986
6.0,4.1582,1.8418
4.0,3.9465,0.0535000000000001
6.0,4.1438,1.8562000000000003
4.0,3.8267,0.1732999999999998
4.0,3.928,0.07200000000000006
2.0,3.0572,-1.0572
3.0,3.983,-0.9830000000000001
0.0,0.0,0.0
5.0,4.0763,0.9237000000000002
5.0,4.1415,0.8585000000000003
2.0,3.9503,-1.9503
5.0,4.0938,0.9062000000000001
4.0,3.9627,0.03730000000000011
2.0,3.9951,-1.9950999999999999
5.0,4.0019,0.9981
2.0,3.8984,-1.8984
2.0,3.9421,-1.9421
5.0,4.1203,0.8796999999999997
2.0,3.7729,-1.7729
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.9906,-1.9906000000000001
3.0,3.9421,-0.9420999999999999
2.0,3.6045,-1.6044999999999998
5.0,4.196,0.8040000000000003
6.0,4.392,1.6079999999999997
2.0,3.9595,-1.9594999999999998
3.0,3.9409,-0.9409000000000001
3.0,3.9984,-0.9984000000000002
3.0,4.4087,-1.4086999999999996
2.0,2.0,0.0
2.0,2.0,0.0
0.0,0.0,0.0
3.0,4.0082,-1.0082000000000004
6.0,4.0254,1.9745999999999997
0.0,0.0,0.0
5.0,4.4493,0.5507
6.0,4.0261,1.9739000000000004
4.0,4.0072,-0.007200000000000095
2.0,2.0,0.0
2.0,3.9779,-1.9779
2.0,2.0,0.0
2.0,2.0,0.0
2.0,2.0,0.0
6.0,4.3524,1.6475999999999997
2.0,3.5151,-1.5151
3.0,3.9981,-0.9981
4.0,4.0252,-0.02519999999999989
4.0,3.8901,0.10990000000000011
2.0,3.9164,-1.9163999999999999
3.0,4.0319,-1.0319000000000003
2.0,3.3427,-1.3426999999999998
2.0,4.313,-2.3129999999999997
5.0,3.9699,1.0301
2.0,2.0,0.0
5.0,3.8093,1.1907
3.0,4.0251,-1.0251000000000001
5.0,4.1531,0.8468999999999998
3.0,3.9398,-0.9398
6.0,4.0162,1.9837999999999996
4.0,3.9742,0.025799999999999823
6.0,3.9686,2.0314
2.0,3.9411,-1.9411
3.0,3.9439,-0.9439000000000002
3.0,4.3192,-1.3192000000000004
2.0,2.0,0.0
5.0,3.9975,1.0025
5.0,4.4001,0.5998999999999999
0.0,0.0,0.0
5.0,4.1354,0.8646000000000003
4.0,3.7315,0.26849999999999996
6.0,4.4187,1.5812999999999997
5.0,3.9957,1.0043000000000002
5.0,4.0097,0.9903000000000004
4.0,4.0104,-0.010399999999999743
6.0,4.4503,1.5496999999999996
4.0,3.98,0.020000000000000018
3.0,3.974,-0.9740000000000002
5.0,4.0801,0.9199000000000002
6.0,4.003,1.9969999999999999
2.0,2.0,0.0
2.0,3.9337,-1.9337
4.0,3.8768,0.1232000000000002
3.0,3.9586,-0.9586000000000001
3.0,3.9493,-0.9493
6.0,4.1857,1.8143000000000002
6.0,4.2097,1.7903000000000002
3.0,4.077,-1.077
3.0,3.9697,-0.9697
2.0,3.9202,-1.9202
3.0,4.0678,-1.0678
2.0,3.8417,-1.8417
2.0,2.0,0.0
5.0,4.6291,0.3708999999999998
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.795,-1.795
0.0,0.0,0.0
4.0,4.0888,-0.08879999999999999
6.0,4.2354,1.7645999999999997
4.0,4.0759,-0.07589999999999986
2.0,2.0,0.0
3.0,3.9577,-0.9577
4.0,3.936,0.06400000000000006
3.0,3.8999,-0.8999000000000001
2.0,3.7474,-1.7473999999999998
6.0,4.1678,1.8322000000000003
5.0,4.0081,0.9919000000000002
5.0,4.1256,0.8743999999999996
5.0,3.9848,1.0152
2.0,3.5995,-1.5995
3.0,3.9796,-0.9796
2.0,3.7855,-1.7854999999999999
4.0,3.9894,0.010600000000000165
2.0,3.9375,-1.9375
4.0,4.0283,-0.02829999999999977
6.0,3.9293,2.0707
3.0,4.2534,-1.2534
2.0,3.9974,-1.9973999999999998
2.0,3.9786,-1.9786000000000001
3.0,4.0503,-1.0503
5.0,4.013,0.9870000000000001
5.0,4.0178,0.9821999999999997
5.0,4.3612,0.6387999999999998
2.0,2.0,0.0
6.0,4.1453,1.8547000000000002
3.0,4.0696,-1.0696000000000003
0.0,0.0,0.0
2.0,2.0,0.0
5.0,4.0281,0.9718999999999998
2.0,2.0,0.0
6.0,4.0204,1.9795999999999996
6.0,4.2144,1.7855999999999996
3.0,3.9827,-0.9826999999999999
5.0,3.8179,1.1821000000000002
2.0,2.0,0.0
4.0,3.8962,0.10380000000000011
3.0,3.7864,-0.7864
0.0,0.0,0.0
5.0,3.8739,1.1261
2.0,3.9672,-1.9672
3.0,3.832,-0.8319999999999999
5.0,4.0038,0.9962
2.0,3.8083,-1.8083
4.0,3.9652,0.034800000000000164
5.0,4.2054,0.7946
2.0,3.7863,-1.7863000000000002
2.0,3.8928,-1.8927999999999998
4.0,4.3327,-0.3327
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.6072,-1.6072000000000002
1.0,0.9883,0.011700000000000044
4.0,3.9861,0.013900000000000023
2.0,2.0,0.0
5.0,4.0527,0.9473000000000003
2.0,3.6299,-1.6299000000000001
3.0,3.9106,-0.9106000000000001
4.0,4.0393,-0.03929999999999989
2.0,2.0,0.0
3.0,3.7694,-0.7694000000000001
4.0,4.1314,-0.13140000000000018
6.0,3.9333,2.0667
6.0,4.1862,1.8137999999999996
3.0,4.0951,-1.0951000000000004
2.0,4.0088,-2.0088
3.0,3.6555,-0.6555
5.0,4.0102,0.9897999999999998
3.0,4.0219,-1.0218999999999996
4.0,4.0602,-0.06020000000000003
3.0,4.0687,-1.0686999999999998
4.0,4.0233,-0.023299999999999876
2.0,3.8538,-1.8538000000000001
3.0,3.6686,-0.6686000000000001
2.0,2.0,0.0
2.0,3.9666,-1.9666000000000001
4.0,4.0335,-0.033500000000000085
3.0,3.7341,-0.7341000000000002
5.0,3.9137,1.0863
5.0,3.8618,1.1381999999999999
2.0,3.9163,-1.9163000000000001
2.0,2.0,0.0
2.0,3.984,-1.984
3.0,3.9204,-0.9203999999999999
5.0,4.3785,0.6215000000000002
2.0,2.0,0.0
6.0,4.3977,1.6022999999999996
6.0,4.0319,1.9680999999999997
3.0,3.857,-0.8570000000000002
2.0,2.0,0.0
5.0,4.0082,0.9917999999999996
4.0,4.1298,-0.12980000000000036
2.0,2.0,0.0
5.0,4.01,0.9900000000000002
4.0,3.7135,0.2865000000000002
3.0,3.9235,-0.9235000000000002
4.0,4.0931,-0.09309999999999974
4.0,3.9684,0.03160000000000007
6.0,3.9803,2.0197
4.0,4.2565,-0.25649999999999995
4.0,4.1085,-0.10850000000000026
4.0,4.0376,-0.0376000000000003
6.0,4.4069,1.5930999999999997
3.0,3.9443,-0.9443000000000001
6.0,4.0171,1.9828999999999999
4.0,3.8111,0.18889999999999985
5.0,4.4042,0.5957999999999997
1.0,0.9926,0.007399999999999962
2.0,3.937,-1.9369999999999998
6.0,4.0658,1.9341999999999997
2.0,2.0,0.0
3.0,3.961,-0.9609999999999999
3.0,3.6196,-0.6196000000000002
3.0,4.0841,-1.0841000000000003
6.0,3.9236,2.0764
3.0,4.0041,-1.0041000000000002
4.0,3.8007,0.19930000000000003
5.0,4.0612,0.9387999999999996
2.0,3.5998,-1.5998
2.0,3.9041,-1.9041000000000001
5.0,4.0375,0.9625000000000004
3.0,3.9694,-0.9693999999999998
1.0,0.9926,0.007399999999999962
3.0,3.709,-0.7090000000000001
3.0,3.9904,-0.9904000000000002
2.0,3.9913,-1.9912999999999998
5.0,4.0081,0.9919000000000002
0.0,0.0,0.0
6.0,4.0316,1.9684
2.0,2.0,0.0
6.0,4.1527,1.8472999999999997
4.0,3.9755,0.02450000000000019
2.0,2.0,0.0
3.0,3.9573,-0.9573
2.0,3.63,-1.63
5.0,4.001,0.9989999999999997
3.0,3.7436,-0.7435999999999998
2.0,2.0,0.0
0.0,0.0,0.0
6.0,4.0639,1.9360999999999997
3.0,4.0071,-1.0071000000000003
2.0,2.0,0.0
4.0,4.019,-0.019000000000000128
4.0,4.0042,-0.0041999999999999815
5.0,3.9884,1.0116
1.0,0.9926,0.007399999999999962
2.0,4.0874,-2.0873999999999997
3.0,3.9124,-0.9123999999999999
6.0,4.0998,1.9002
3.0,3.7732,-0.7732000000000001
4.0,3.9347,0.06530000000000014
6.0,4.112,1.888
3.0,3.4823,-0.48229999999999995
1.0,0.9906,0.009399999999999964
2.0,3.767,-1.767
0.0,0.0,0.0
2.0,3.7734,-1.7734
2.0,3.9694,-1.9693999999999998
5.0,4.1795,0.8205
2.0,4.0258,-2.0258000000000003
5.0,4.0587,0.9413
5.0,3.9381,1.0619
5.0,4.0079,0.9920999999999998
5.0,4.041,0.9589999999999996
3.0,3.8927,-0.8927
6.0,4.0324,1.9676
2.0,2.0,0.0
6.0,4.0993,1.9006999999999996
2.0,3.9906,-1.9906000000000001
2.0,2.0,0.0
5.0,3.8557,1.1442999999999999
2.0,2.0,0.0
6.0,3.9422,2.0578
2.0,3.945,-1.9449999999999998
5.0,3.9927,1.0072999999999999
6.0,4.0069,1.9931
3.0,3.9489,-0.9489000000000001
4.0,4.0189,-0.01890000000000036
2.0,2.0,0.0
4.0,3.9671,0.03290000000000015
4.0,3.962,0.03799999999999981
6.0,3.9682,2.0318
2.0,3.586,-1.5859999999999999
2.0,3.4816,-1.4815999999999998
5.0,4.2137,0.7862999999999998
5.0,4.0723,0.9276999999999997
6.0,4.0697,1.9303
4.0,3.9818,0.018200000000000216
3.0,3.9676,-0.9676
4.0,4.0735,-0.07350000000000012
6.0,4.5484,1.4516
5.0,4.0182,0.9817999999999998
5.0,4.1669,0.8331
5.0,4.2087,0.7912999999999997
2.0,3.9185,-1.9184999999999999
3.0,3.972,-0.972
2.0,3.1551,-1.1551
2.0,2.0,0.0
4.0,4.0696,-0.06960000000000033
6.0,4.2248,1.7752
4.0,4.0295,-0.029499999999999638
6.0,4.2364,1.7636000000000003
3.0,3.6932,-0.6932
2.0,2.0,0.0
2.0,3.9837,-1.9836999999999998
5.0,4.3589,0.6410999999999998
4.0,3.9822,0.017799999999999816
2.0,2.0,0.0
4.0,4.0468,-0.046800000000000175
3.0,4.0517,-1.0517000000000003
1.0,0.9933,0.006700000000000039
0.0,0.0,0.0
4.0,3.9255,0.07450000000000001
5.0,4.0918,0.9081999999999999
3.0,3.627,-0.6269999999999998
6.0,4.1102,1.8898000000000001
6.0,4.2751,1.7248999999999999
6.0,4.1144,1.8856000000000002
2.0,2.0,0.0
3.0,4.0033,-1.0033000000000003
2.0,3.688,-1.6880000000000002
4.0,4.0848,-0.08480000000000043
4.0,3.7219,0.2780999999999998
4.0,3.8497,0.1503000000000001
